module,atom_index,atom_name,opls_type_id,opls_type_name,charge,sigma,epsilon,mass,env_key
segment4,59,C,59,LMP_59,-0.1602,3.5,0.066,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":0,""hybridization"":""SP3"",""degree"":4,""total_hs"":2,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""],""bond_kinds"":[""S"",""S"",""S"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1}]}"
segment4,60,C,60,LMP_60,-0.1333,3.5,0.066,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":0,""hybridization"":""SP3"",""degree"":4,""total_hs"":2,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:1""],""bond_kinds"":[""S"",""S"",""S"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,61,H,61,LMP_61,0.0911,2.5,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:0""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}]}"
segment4,62,H,62,LMP_62,0.0911,2.5,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:0""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}]}"
segment4,63,H,63,LMP_63,0.1094,2.5,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:0""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1}]}"
segment4,64,H,64,LMP_64,0.1094,2.5,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:0""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1}]}"
segment4,65,C,65,LMP_65,-0.0849,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":0,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""6:A:1"",""6:A:1"",""6:S:0""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,66,C,66,LMP_66,-0.1513,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":1,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,67,C,67,LMP_67,-0.1531,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":1,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,68,C,68,LMP_68,-0.1522,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":1,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,69,C,69,LMP_69,-0.1488,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":1,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,70,C,70,LMP_70,-0.1448,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":1,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,71,H,71,LMP_71,0.1188,2.5,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:0""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0}]}"
segment4,72,H,72,LMP_72,0.1429,2.42,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:1""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,73,H,73,LMP_73,0.1458,2.42,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:1""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,74,H,74,LMP_74,0.1488,2.42,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:1""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,75,H,75,LMP_75,0.1547,2.42,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:1""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,76,H,76,LMP_76,0.1706,2.42,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:1""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment4,77,C,77,LMP_77,-0.2483,3.5,0.066,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":0,""hybridization"":""SP3"",""degree"":4,""total_hs"":3,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""],""bond_kinds"":[""S"",""S"",""S"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":8,""fc"":0,""ar"":0,""deg"":2,""h"":0,""ring"":0}]}"
segment4,78,H,78,LMP_78,0.099,2.5,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:0""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":3,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}]}"
segment4,79,H,79,LMP_79,0.099,2.5,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:0""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":3,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}]}"
segment4,80,H,80,LMP_80,0.099,2.5,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:0""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":3,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}]}"
